facility_id,jurisdiction_code,jurisdiction_facility_id,registered_business_name,facility_name,abn,acn,street_address,suburb,state,postcode,latitude,longitude,primary_anzsic_class_code,primary_anzsic_class_name,main_activities,facility_website,first_report_year,latest_report_year,latest_report_id,latest_report_url,reports
512822,QLD,Q064ILP004,"""GLENLEY""",Glenley,23315606573,,"""Glenley""",Mareeba,QLD,4880,-16.993611,145.371389,0192,Pig Farming,Pig Farming,,2003/2004,2016/2017,491388,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2017/jurisdiction-facility/Q064ILP004,5
516654,SA,SA0152,1847 WINERY (SA) PTY LTD,YALDARA ESTATE,96147157373,147157373,Hermann Thumm Drive,Lyndoch,SA,5351,-34.576046,138.875311,1214,Wine and Other Alcoholic Beverage Manufacturing,WINE MANUFACTURING,https://www.1847wines.com.au,2002/2003,2022/2023,551296,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0152,20
545702,WA,WA0685,3 OCEANS WINE COMPANY PTY LTD,3 Oceans Wine Company,20130004321,,CNR BUSSELL HWY & BOUNDARY ROAD,Metricup,WA,6280,-33.814167,115.119444,1214,Wine and Other Alcoholic Beverage Manufacturing,WINEMAKING,http://www.3oceans.com.au,2003/2004,2022/2023,549930,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2023/jurisdiction-facility/WA0685,20
658102,NSW,1538,4 PINES BREWING COMPANY WHOLESALE PTY LTD,4 Pines Brewing Brookvale,40141244046,141244046,3B 9-13 Winbourne Road,Brookvale,NSW,2100,-33.764818,151.278415,1212,Beer Manufacturing,Manufacturing and packaging beer,https://4pinesbeer.com.au,2019/2020,2022/2023,547398,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2023/jurisdiction-facility/1538,4
511502,QLD,Q063AAG001,A A COMPANY PTY LTD,Goonoo Feedlot,86010317067,010317067,Goonoo Feedlot via Comet River Rd,Comet,QLD,4702,-23.757823,148.528012,0143,Beef Cattle Feedlots (Specialised),Beef cattle feedlot,http://www.aaco.com.au,2001/2002,2021/2022,542604,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2022/jurisdiction-facility/Q063AAG001,21
511488,QLD,Q063AAC001,A A COMPANY PTY LTD,Meteor Downs Feedlot,86010317067,010317067,Meteor Downs,Springsure,QLD,4722,-24.23,148.21,0143,Beef Cattle Feedlots (Specialised),Beef Cattle Feedlot and breeding station,,2001/2002,2010/2011,440502,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2011/jurisdiction-facility/Q063AAC001,10
512136,QLD,Q063LAP001,A C PENTECOST,Lake Lillerie,71973920471,,Cooyar Road,Oakey,QLD,4401,-27.389238,151.714615,0143,Beef Cattle Feedlots (Specialised),Beef Cattle Feedlot,,2003/2004,2012/2013,462158,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2013/jurisdiction-facility/Q063LAP001,9
561772,QLD,Q063WAR001,A J & V M THORNE,Warrigal Hills,64318120128,,"""Warrigal Hills""",Wandoan,QLD,4419,-25.950376,149.908313,0143,Beef Cattle Feedlots (Specialised),Beef cattle feedlot,,2008/2009,2022/2023,543620,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2023/jurisdiction-facility/Q063WAR001,10
512478,QLD,Q063WAB001,A L & A K BOSSE,Wahroonga,29070956722,070956722,Wahroonga M/S 222,Oakey,QLD,4401,-27.440556,151.654722,0143,Beef Cattle Feedlots (Specialised),Beef Cattle Feedlot,,2003/2004,2006/2007,379364,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2007/jurisdiction-facility/Q063WAB001,4
546228,WA,WA0756,A O'MEEHAN AND CO.,Daniel's Well,25328213778,,1164 O'Meehan Road,Borden,WA,6338,-34.223631,118.276988,0143,Beef Cattle Feedlots (Specialised),Cattle Feedlot,,2006/2007,2022/2023,543918,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2023/jurisdiction-facility/WA0756,17
526560,VIC,00004236,A T BUTLER P/L,Butler Campbellfield,46004471523,004471523,61 PAULSON RD,Campbellfield,VIC,3061,-37.679539,144.961186,2921,Waste Treatment and Disposal Services,Container reconditioning,,2003/2004,2003/2004,391252,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2004/jurisdiction-facility/00004236,1
513780,QLD,Q086ILB019,A.E. ASHCROFT,Ashville,59662535335,,123 Hein Road,Buccan,QLD,4207,-27.746667,153.139722,0171,Poultry Farming (Meat),Meat Chicken Facility,,2003/2004,2008/2009,419690,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2009/jurisdiction-facility/Q086ILB019,6
484106,NSW,1112,A.F HERBERT & T.M HERBERT & THE TRUSTEE FOR HERBERT FAMILY TRUST,Ladysmith Feedlot,33917285456,,Tywong Street,Ladysmith,NSW,2652,-35.208186,147.484564,0143,Beef Cattle Feedlots (Specialised),Beef feedlot,,2006/2007,2021/2022,541084,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2022/jurisdiction-facility/1112,14
562354,QLD,Q063CRA001,"A.G, V.L & J.A CRAWFORD",Glenvillan Feedlot,88914388754,,226 Mannuem Road,Kingaroy,QLD,4610,-26.593749,151.606204,0143,Beef Cattle Feedlots (Specialised),Feedlot,,2010/2011,2013/2014,470588,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2014/jurisdiction-facility/Q063CRA001,3
546204,WA,WA0751,A.J MELCHIORRE & C MELCHIORRE & J MELCHIORRE & K.J MELCHIORRE & R.D MELCHIORRE,MELCHIORRE FEEDLOT&#xd;,69621275416,,14 Mile Brook Road,Cuballing,WA,6311,-32.861111,117.014722,0143,Beef Cattle Feedlots (Specialised),Cattle Feedlot,,2004/2005,2004/2005,407776,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2005/jurisdiction-facility/WA0751,1
549268,VIC,00022863,A.J. BAXTER PROPRIETARY LIMITED,DEALS ROAD LANDFILL,62004476519,004476519,CNR DEALS RD & HEATHERTON RD,Clayton South,VIC,3169,-37.956586,145.119643,2921,Waste Treatment and Disposal Services,Landfill,http://www.cleanaway.com.au,2007/2008,2022/2023,551090,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2023/jurisdiction-facility/00022863,16
494660,NSW,836,A.J. BUSH & SONS (MANUFACTURES) PTY LTD,A J Bush and Sons Riverstone,94000058453,000058453,1106 Windsor Road,Riverstone,NSW,2765,-33.66814,150.900607,1111,Meat Processing,Rendering of meat/poultry co-products to produce protein meals and fats/tallow,https://bushsproteins.com.au/,2002/2003,2022/2023,543148,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2023/jurisdiction-facility/836,21
507468,QLD,Q033AJB001,A.J. BUSH & SONS (MANUFACTURES) PTY LTD,Bromelton Protein Recovery,94000058453,000058453,358 Sandy Creek Road,Bromelton,QLD,4285,-27.995392,152.923608,1111,Meat Processing,Manufacturing of protein meals and tallow/oil from animal by-products,http://www.ajbush.com.au/manufacturers,2001/2002,2017/2018,497906,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2018/jurisdiction-facility/Q033AJB001,17
494880,NSW,853,A.J. BUSH & SONS (YANCO) PTY LTD,A.J. Bush & Sons Yanco,43000420299,000420299,Cudgel Street,Yanco,NSW,2703,-34.598559,146.410702,1111,Meat Processing,Livestock slaughtering - boning and rendering plant,,2002/2003,2005/2006,364422,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2006/jurisdiction-facility/853,4
495832,NSW,930,A.J. EDGERTON & CO,Redlands Piggery Young,99360412437,,291 Rhodes Road,Young,NSW,2594,-34.376733,148.226971,0192,Pig Farming,Pig farming,,2003/2004,2010/2011,439206,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2011/jurisdiction-facility/930,8
514244,QLD,Q086ILE003,A.J. MCLEAN & CO,Main Farms,30372167209,,385 Felton Road,Pittsworth,QLD,4356,-27.777222,151.670556,0172,Poultry Farming (Eggs),Free range egg production and pullet rearing,,2004/2005,2011/2012,452976,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2012/jurisdiction-facility/Q086ILE003,8
552936,SA,SA0467,A.L GOSS & A.W GOSS & G.J TISS & J.M TISS,Finniss Park Piggery,60253196428,,Cnr Mannum Murray Bridge Road & Piggery Road,Mannum,SA,5238,-34.921618,139.262063,0192,Pig Farming,Piggery farrow to weaners,,2008/2009,2022/2023,548306,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0467,15
587006,NSW,1332,A2 MILK COMPANY (AUSTRALIA) PTY LTD,The A2 Milk Company (Australia) Pty Ltd,52125331213,,28-34 Dunn Road,Smeaton Grange,NSW,2567,-34.031771,150.755874,1131,Milk and Cream Processing,Milk and cream processing,http://www.a2milk.com.au,2012/2013,2015/2016,480786,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2016/jurisdiction-facility/1332,4
674366,SA,SA0748,AAA ASPHALT PTY LTD,AAA Asphalt PTY LTD,56128469705,128469705,20 Scarborough Way,Lonsdale,SA,5160,-35.09999,138.50261,1709,Other Petroleum and Coal Product Manufacturing,Asphalt Plant,https://aaaasphalt.com.au/,2020/2021,2022/2023,543006,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0748,3
544554,WA,WA0577,AAA EGG COMPANY PTY LTD,Geraldton Golden Eggs,63079437639,,Lot 1036 Geraldton-Mount Magnet Road,Moonyoonooka,WA,6532,-28.780278,114.751389,0172,Poultry Farming (Eggs),Hens for egg production.,,2002/2003,2011/2012,452528,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2012/jurisdiction-facility/WA0577,9
545400,WA,WA0655,ABAROO PTY LTD,ABAROO PTY LTD,70008999255,,65 Ashley Road,Hope Valley,WA,6165,-32.186111,115.818611,0171,Poultry Farming (Meat),Chicken raising for meat production.,,2002/2003,2007/2008,412576,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2008/jurisdiction-facility/WA0655,6
558538,QLD,Q063ABA001,ABARUE PTY LTD,Abarue Farm & Feedlot,27322166301,,-,Dirranbandi,QLD,4486,-28.836516,148.013319,0143,Beef Cattle Feedlots (Specialised),Irrigated Farming,,2008/2009,2012/2013,459148,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2013/jurisdiction-facility/Q063ABA001,5
513342,QLD,Q080COL001,ABBOT POINT OPERATIONS P/L,ABBOT POINT OPERATIONS P/L,58605852060,605852060,VIA BRUCE HWY ABBOT POINT; NE OF,Merinda,QLD,4805,-19.899327,148.081248,5212,Port and Water Transport Terminal Operations,Coal handling and loading of export ships,https://www.abbotpointoperations.com.au/,1998/1999,2022/2023,549890,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2023/jurisdiction-facility/Q080COL001,25
490554,NSW,534,ABBOTT AUSTRALASIA PTY LTD,Abbott Australasia Pty Ltd,95000180389,000180389,Captain Cook Drive,Kurnell,NSW,2231,-34.03178,151.217855,1841,Human Pharmaceutical and Medicinal Product Manufacturing,"Pharmaceutical formulation, warehousing and administration",,2000/2001,2001/2002,360788,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2002/jurisdiction-facility/534,2
526150,VIC,00004205,ABM PLASTICS (AUST) P/L,ABM PLASTICS (AUST) P/L,59005028099,005028099,56-67 TARNARD DR,Braeside,VIC,3195,-37.989417,145.115463,1611,Printing,"Flexible packaging manufacturing, printing and laminating",http://www.abmflexibles.aust.com/,2001/2002,2003/2004,390896,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2004/jurisdiction-facility/00004205,3
614586,NT,NT531,ABM RESOURCES NL,Twin Bonanza Gold Project,58009127020,009127020,33 km,South Of Tanami Rd,NT,0872,-20.191672,129.158564,0804,Gold Ore Mining,Gold ore mining,http://www.abmresources.com.au,2014/2015,2015/2016,484934,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NT/year/2016/jurisdiction-facility/NT531,2
686658,WA,WA1723,ABRA MINING PTY LIMITED,Abra Base Metals Project,30110233577,110233577,Ashburton Downs - Meekatharra Rd,Meekatharra,WA,6642,-24.632173,118.582568,0807,Silver-Lead-Zinc Ore Mining,Lead/silver mining and processing,https://www.abramining.com.au,2022/2023,2022/2023,550924,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2023/jurisdiction-facility/WA1723,1
507884,QLD,Q038ACC001,ACCENSI PTY LTD,Accensi Pty Ltd,94079875184,079875184,60-76 Potassium St,Narangba,QLD,4504,-27.197025,153.003572,1832,Pesticide Manufacturing,Formulation of Agricultural Chemicals,http://www.accensi.com.au,1998/1999,2019/2020,518830,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2020/jurisdiction-facility/Q038ACC001,18
491976,NSW,630,ACCESS FUELS,Maclean Depot,77001212120,,Cnr Jubilee Street & Ironbark Drive,Maclean,NSW,2463,-29.466466,153.225685,3321,Petroleum Product Wholesaling,Bulk petroleum storage,https://accessfuels.com.au/,2001/2002,2022/2023,551372,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2023/jurisdiction-facility/630,19
518928,SA,SA0308,ACCOLADE WINES AUSTRALIA LIMITED,BERRI ESTATES LTD,86008273907,008273907,STURT HWY,Glossop,SA,5344,-34.281018,140.543826,1214,Wine and Other Alcoholic Beverage Manufacturing,WINE PRODUCTION & PACKAGING,http://www.accolade-wines.com.au/,1999/2000,2022/2023,549868,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0308,24
522720,TAS,TAS 360,ACCOLADE WINES AUSTRALIA LIMITED,Bay of Fires,86008273907,008273907,40 BAXTERS RD,Pipers River,TAS,7252,-41.112219,147.097807,1214,Wine and Other Alcoholic Beverage Manufacturing,winemaking,http://www.accolade-wines.com/,2002/2003,2022/2023,551226,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/TAS/year/2023/jurisdiction-facility/TAS+360,21
518946,SA,SA0309,ACCOLADE WINES AUSTRALIA LIMITED,HARDYS REYNELLA WINERY,86008273907,008273907,REYNELL RD,Reynella,SA,5161,-35.096043,138.544694,1214,Wine and Other Alcoholic Beverage Manufacturing,WINEMAKING AND PACKAGING,http://www.accolade-wines.com/,2000/2001,2012/2013,455454,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2013/jurisdiction-facility/SA0309,13
516194,SA,SA0114,ACCOLADE WINES AUSTRALIA LIMITED,Hardy's Tintara Winery,86008273907,008273907,MAIN RD,Mclaren Vale,SA,5171,-35.213333,138.536389,1214,Wine and Other Alcoholic Beverage Manufacturing,WINEMAKING,http://www.accolade-wines.com/,2001/2002,2022/2023,550274,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0114,22
518384,SA,SA0269,ACCOLADE WINES AUSTRALIA LIMITED,Katnook Estate,86008273907,008273907,Riddoch Highway,Penola,SA,5277,-37.332358,140.83329,1214,Wine and Other Alcoholic Beverage Manufacturing,Wine Production,http://www.katnookestate.com.au,2002/2003,2022/2023,550296,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0269,21
500562,QLD,Q015ACE001,ACE WASTE PTY LTD,Ace Waste Pty Ltd,79010750839,010750839,491 Gooderham Rd,Willawong,QLD,4110,-27.60158,153.0095,2921,Waste Treatment and Disposal Services,"Incineration of Medical, Pharmaceutical and Quarantine waste incineration.",http://www.acewaste.com.au,2000/2001,2022/2023,546484,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2023/jurisdiction-facility/Q015ACE001,23
524810,VIC,00004069,ACE WASTE PTY LTD,Dandenong,79010750839,010750839,64-68 ORDISH RD,Dandenong,VIC,3175,-38.022162,145.192089,2921,Waste Treatment and Disposal Services,"Incineration of medical, quarantine, Pharmaceutical and PIW waste",http://www.acewaste.com.au,1999/2000,2022/2023,547774,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2023/jurisdiction-facility/00004069,17
536626,WA,WA0002,ACI OPERATIONS PTY LTD,ACI Glass Packaging Canning Vale,94004230326,004230326,35 BAILE RD,Canning Vale,WA,6155,-32.066667,115.908611,2010,Glass and Glass Product Manufacturing,"Manufacture of glass by combining and melting raw materials such as sand soda ash and recycled glass, and forming of glass into bottles and jars.",,1998/1999,2003/2004,399614,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2004/jurisdiction-facility/WA0002,6
521506,TAS,TAS 200,ACL BEARING COMPANY (AUSTRALIA) PTY LTD,Mowbray Plant No.1,68601696048,601696048,310 INVERMAY RD,Mowbray,TAS,7248,-41.401905,147.131463,2141,Non-Ferrous Metal Casting,Production of materials used in the manufacture of bearings and bushes for the automotive industry.,http://www.acl.com.au,1998/1999,2016/2017,497006,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/TAS/year/2017/jurisdiction-facility/TAS+200,15
664128,VIC,00030736,ACM PROCESSING PTY LTD,GIRGARRE,34622519322,622519322,506 CURR RD,Girgarre,VIC,3624,-36.3940135,144.9824091,1131,Milk and Cream Processing,Dairy processing,,2019/2020,2022/2023,545152,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2023/jurisdiction-facility/00030736,4
482970,ACT,ACT029,ACT HEALTH,THE CANBERRA HOSPITAL,82049056234,,"BUILDING 1, LEVEL 1, YAMBA DRIVE, GARRAN",Canberra,ACT,2605,-35.346527,149.101856,8401,Hospitals (Except Psychiatric Hospitals),"PRINCIPLE 500 BED HOSPITAL FOR THE ACT, INCLUDES PATHOLOGY LABORATORY. CLINICAL TEACHING SCHOOL FACILITY, MENTAL HEALTH FACILITIES",,2003/2004,2005/2006,354416,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/ACT/year/2006/jurisdiction-facility/ACT029,3
483002,ACT,ACT032,ACTEW CORPORATION LTD,LOWER MOLONGLO WATER QUALITY CONTROL CENTRE - INCINERATOR,86069881960,,STOCKDILL DRIVE,Holt,ACT,2615,-35.246528,148.974103,2921,Waste Treatment and Disposal Services,INCINERATION OF SEWAGE SLUDGE,,2002/2003,2002/2003,354442,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/ACT/year/2003/jurisdiction-facility/ACT032,1
482744,ACT,ACT010,ACTEWAGL,LMWQCC - Incinerator,86069381960,,Stockdill Drive,Holt,ACT,2615,-35.248814,148.97397,2921,Waste Treatment and Disposal Services,Incineration of sewage sludge,http://www.actewagl.com.au,1998/1999,2000/2001,354226,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/ACT/year/2001/jurisdiction-facility/ACT010,3
666598,QLD,Q020BEL001,ADANI MINING PTY LTD,Carmichael Coal Mine,27145455205,145455205,Moray Carmichael Road,Belyando,QLD,4721,-21.95,146.629,0600,Coal Mining,Coal mining and processing,https://www.bravus.com.au,2020/2021,2022/2023,550696,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2023/jurisdiction-facility/Q020BEL001,3
516452,SA,SA0134,ADCHEM (AUSTRALIA) PTY. LTD.,Adchem (Australia) Pty Ltd,87069180258,069180258,LINKSON ST,Burra,SA,5417,-33.679725,138.917215,1813,Basic Inorganic Chemical Manufacturing,MANUFACTURE & PACKAGING OF COPPER (II) OXIDE & BASIC COPPER (II) CARBONATE.,,2000/2001,2022/2023,550094,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0134,23
517120,SA,SA0183,ADELAIDE AIRPORT LTD,Adelaide Airport Aviation Fuel Facility,78075176653,,SIR HUBERT WILKINS ROAD,Adelaide Airport,SA,5950,-34.935245,138.5263,3321,Petroleum Product Wholesaling,PETROLEUM PRODUCT STORAGE & WHOLESALING,,1998/1999,2022/2023,547944,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0183,25
520112,SA,SA0419,ADELAIDE AIRPORT LTD,Adelaide Airport Ltd,78075176653,,1  James Schofield Drive,Adelaide Airport,SA,5950,-34.9475,138.533333,5220,Airport Operations and Other Air Transport Support Services,Airport,http://www.adelaideairport.com.au,2005/2006,2010/2011,441572,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2011/jurisdiction-facility/SA0419,6
514886,SA,SA0029,ADELAIDE BRIGHTON CEMENT LIMITED,Angaston Special Products,96007870199,007870199,Stockwell Road,Angaston,SA,5353,-34.502222,139.030833,2031,Cement and Lime Manufacturing,Cement and lime manufacturing,http://www.adelaidebrighton.com.au,1999/2000,2022/2023,548038,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0029,24
527140,VIC,00004350,ADELAIDE BRIGHTON CEMENT LIMITED,Batesford Quarry,96007870199,007870199,240 FYANSFORD-GHERINGHAP RD,Batesford,VIC,3221,-38.10955,144.26162,0990,Other Non-Metallic Mineral Mining and Quarrying,"Limestone quarrying, blending & crushing for use in agriculture and mining. Sand extraction for civil uses.",http://www.adbri.com.au,1999/2000,2022/2023,547128,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2023/jurisdiction-facility/00004350,5
514850,SA,SA0027,ADELAIDE BRIGHTON CEMENT LIMITED,Birkenhead Plant,96007870199,007870199,62 Elder Road,Birkenhead,SA,5015,-34.832912,138.503458,2031,Cement and Lime Manufacturing,Cement manufacturing,http://www.adbri.com.au,1999/2000,2022/2023,548104,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0027,24
565926,SA,SA0565,ADELAIDE BRIGHTON CEMENT LIMITED,Blanchetown Quarry,96007870199,007870199,Edson Rd,Blanchetown,SA,5357,-34.3621,139.6717,2921,Waste Treatment and Disposal Services,Long term contained storage facility for cement kiln material and extraction of gypsum.,http://www.adbri.com.au/sustainability.html,2008/2009,2022/2023,547262,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0565,15
514868,SA,SA0028,ADELAIDE BRIGHTON CEMENT LIMITED,Klein Point Mine,96007870199,007870199,Gulfview Road,Wool Bay,SA,5575,-34.96409,137.770015,0990,Other Non-Metallic Mineral Mining and Quarrying,Mining Limestone,,1999/2000,2022/2023,547270,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0028,24
657300,SA,SA0731,ADELAIDE BRIGHTON CEMENT LIMITED,Moculta Quarry,96007870199,007870199,689 Duck Ponds Road,Moculta,SA,5353,-34.4463,139.11038,0990,Other Non-Metallic Mineral Mining and Quarrying,Quarrying activities,https://adbri.com.au/,2019/2020,2022/2023,547242,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0731,4
514800,SA,SA0024,ADELAIDE BRIGHTON CEMENT LIMITED,Penrice Quarry & Mineral,96007870199,007870199,Penrice Road,Angaston,SA,5353,-34.481683,139.045296,0919,Other Construction Material Mining,Quarrying Operations,https://www.penricequarry.com.au/,1999/2000,2022/2023,547162,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0024,23
524908,VIC,00004076,ADELAIDE BRIGHTON CEMENT LTD,Geelong Cement,96007870199,007870199,GEELONG CEMENT HYLAND ST,Fyansford,VIC,3221,-38.136902,144.313052,2031,Cement and Lime Manufacturing,"Cement Manufacturing, including grinding and pyroprocessing of limestone, storage and despatch of portland and blended cements.",http://www.adbri.com.au,1999/2000,2000/2001,389826,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2001/jurisdiction-facility/00004076,2
518460,SA,SA0274,ADELAIDE COMMUNITY HEALTHCARE ALLIANCE,Ashford Hospital,99367793956,,55 ANZAC Highway,Ashford,SA,5035,-34.948331,138.576389,8401,Hospitals (Except Psychiatric Hospitals),Healthcare facility,,1999/2000,2009/2010,431764,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2010/jurisdiction-facility/SA0274,8
519828,SA,SA0375,ADELAIDE GALVANISING INDUSTRIES PTY LTD,Adelaide Galvanising Industries Pty Ltd,12070525709,070525709,6B Newcastle Crescent,Cavan,SA,5094,-34.826132,138.596618,2293,Metal Coating and Finishing,"Surface coating, hot dip galvanising",,2004/2005,2022/2023,544272,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0375,19
593710,SA,SA0632,ADELAIDEAQUA PTY LIMITED,Adelaide Desalination Plant,30135354513,135354513,16 Chrysler Road,Lonsdale,SA,5160,-35.096031,138.48433,2811,Water Supply,Desalination plant.,http://www.adelaideaqua.net.au/,2011/2012,2022/2023,543938,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0632,12
496116,NSW,960,ADI LIMITED,ADI Land-Ordnance Lithgow,66008642751,,Methven Street,Lithgow,NSW,2790,-33.4865,150.157569,1892,Explosive Manufacturing,"Machining, plating, heat treatment of metal parts. Assembly and testing of sub assemblies and finished products for Defence and Commercial customers.",http://www.adi-limited.com,2003/2004,2003/2004,365426,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2004/jurisdiction-facility/960,1
591370,WA,WA1330,ADITYA BIRLA MINERALS LIMITED,Aditya Birla Port Hedland Loading Operations,37103515037,103515037,Unit A/Lot 4269 Wilson Street,Port Hedland,WA,6721,-20.313677,118.58252,5212,Port and Water Transport Terminal Operations,Shipment of copper concentrate,https://www.metalsx.com.au/,2011/2012,2014/2015,478394,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2015/jurisdiction-facility/WA1330,4
532322,VIC,00007055,ADVANCE CABLES PTY LTD,ADVANCE WIRE & CABLE,89006790816,006790816,20-26 ABBOTTS RD,Dandenong South,VIC,3175,-38.031536,145.215785,2431,Electric Cable and Wire Manufacturing,Manufacture of electrical cables,,2002/2003,2010/2011,442480,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2011/jurisdiction-facility/00007055,8
518414,SA,SA0271,ADVANCE PETROLEUM P/L,BORDERTOWN DEPOT,50007030757,007030757,EAST TCE,Bordertown,SA,5268,-36.310833,140.777778,3321,Petroleum Product Wholesaling,BULK PETROLEUM STORAGE FACILITY,,1998/1999,2005/2006,384368,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2006/jurisdiction-facility/SA0271,8
532992,VIC,00009125,ADVANCE PETROLEUM P/L,Bendigo Depot,50007030757,007030757,43A SANDHURST RD,Eaglehawk,VIC,3556,-36.740444,144.207815,3321,Petroleum Product Wholesaling,Bulk Petroleum Storage Facility,,1999/2000,2003/2004,396730,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2004/jurisdiction-facility/00009125,5
